Array_Size,Pattern_Tested,Time,Threads
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.001,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.001,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
10000,testMap, 0.000,4
10000,testMapSequential, 0.000,4
10000,testGather, 0.000,4
10000,testGatherSequential, 0.000,4
10000,testReduce, 0.000,4
10000,testReduceSequential, 0.000,4
10000,testScatter, 0.000,4
10000,testScatterSequential, 0.000,4
10000,testPipeline, 0.002,4
10000,testPipelineSequential, 0.000,4
10000,testFarm, 0.000,4
10000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.001,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.003,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.001,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.004,4
100000,testFarm, 0.002,4
100000,testFarmSequential, 0.001,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.003,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.004,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.004,4
100000,testFarm, 0.001,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.001,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.004,4
100000,testFarm, 0.001,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.001,4
100000,testFarmSequential, 0.001,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.001,4
100000,testFarmSequential, 0.001,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.013,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.001,4
100000,testFarmSequential, 0.001,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.016,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
100000,testMap, 0.001,4
100000,testMapSequential, 0.001,4
100000,testGather, 0.000,4
100000,testGatherSequential, 0.000,4
100000,testReduce, 0.000,4
100000,testReduceSequential, 0.001,4
100000,testScatter, 0.002,4
100000,testScatterSequential, 0.002,4
100000,testPipeline, 0.015,4
100000,testPipelineSequential, 0.003,4
100000,testFarm, 0.000,4
100000,testFarmSequential, 0.000,4
1000000,testMap, 0.006,4
1000000,testMapSequential, 0.006,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.002,4
1000000,testReduce, 0.004,4
1000000,testReduceSequential, 0.005,4
1000000,testScatter, 0.020,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.150,4
1000000,testPipelineSequential, 0.033,4
1000000,testFarm, 0.004,4
1000000,testFarmSequential, 0.005,4
1000000,testMap, 0.008,4
1000000,testMapSequential, 0.006,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.001,4
1000000,testReduce, 0.008,4
1000000,testReduceSequential, 0.006,4
1000000,testScatter, 0.022,4
1000000,testScatterSequential, 0.017,4
1000000,testPipeline, 0.130,4
1000000,testPipelineSequential, 0.029,4
1000000,testFarm, 0.005,4
1000000,testFarmSequential, 0.008,4
1000000,testMap, 0.008,4
1000000,testMapSequential, 0.005,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.002,4
1000000,testReduce, 0.010,4
1000000,testReduceSequential, 0.008,4
1000000,testScatter, 0.020,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.157,4
1000000,testPipelineSequential, 0.031,4
1000000,testFarm, 0.004,4
1000000,testFarmSequential, 0.006,4
1000000,testMap, 0.005,4
1000000,testMapSequential, 0.010,4
1000000,testGather, 0.002,4
1000000,testGatherSequential, 0.002,4
1000000,testReduce, 0.007,4
1000000,testReduceSequential, 0.006,4
1000000,testScatter, 0.026,4
1000000,testScatterSequential, 0.023,4
1000000,testPipeline, 0.152,4
1000000,testPipelineSequential, 0.033,4
1000000,testFarm, 0.003,4
1000000,testFarmSequential, 0.003,4
1000000,testMap, 0.005,4
1000000,testMapSequential, 0.006,4
1000000,testGather, 0.002,4
1000000,testGatherSequential, 0.002,4
1000000,testReduce, 0.003,4
1000000,testReduceSequential, 0.006,4
1000000,testScatter, 0.020,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.150,4
1000000,testPipelineSequential, 0.033,4
1000000,testFarm, 0.003,4
1000000,testFarmSequential, 0.004,4
1000000,testMap, 0.004,4
1000000,testMapSequential, 0.006,4
1000000,testGather, 0.003,4
1000000,testGatherSequential, 0.002,4
1000000,testReduce, 0.003,4
1000000,testReduceSequential, 0.005,4
1000000,testScatter, 0.019,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.152,4
1000000,testPipelineSequential, 0.032,4
1000000,testFarm, 0.003,4
1000000,testFarmSequential, 0.003,4
1000000,testMap, 0.004,4
1000000,testMapSequential, 0.006,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.001,4
1000000,testReduce, 0.003,4
1000000,testReduceSequential, 0.006,4
1000000,testScatter, 0.021,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.152,4
1000000,testPipelineSequential, 0.032,4
1000000,testFarm, 0.003,4
1000000,testFarmSequential, 0.003,4
1000000,testMap, 0.005,4
1000000,testMapSequential, 0.008,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.001,4
1000000,testReduce, 0.003,4
1000000,testReduceSequential, 0.005,4
1000000,testScatter, 0.020,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.152,4
1000000,testPipelineSequential, 0.031,4
1000000,testFarm, 0.005,4
1000000,testFarmSequential, 0.005,4
1000000,testMap, 0.006,4
1000000,testMapSequential, 0.008,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.001,4
1000000,testReduce, 0.003,4
1000000,testReduceSequential, 0.005,4
1000000,testScatter, 0.019,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.153,4
1000000,testPipelineSequential, 0.032,4
1000000,testFarm, 0.003,4
1000000,testFarmSequential, 0.003,4
1000000,testMap, 0.004,4
1000000,testMapSequential, 0.008,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.001,4
1000000,testReduce, 0.003,4
1000000,testReduceSequential, 0.005,4
1000000,testScatter, 0.021,4
1000000,testScatterSequential, 0.022,4
1000000,testPipeline, 0.153,4
1000000,testPipelineSequential, 0.032,4
1000000,testFarm, 0.003,4
1000000,testFarmSequential, 0.003,4
1000000,testMap, 0.006,4
1000000,testMapSequential, 0.006,4
1000000,testGather, 0.001,4
1000000,testGatherSequential, 0.001,4
